Invoice ID,Customer ID,Product line,Unit price,Quantity,Tax 5%,Total,cogs,gross margin percentage,gross income,Rating
277-35-5865,612,Spinach,98.97,9,44.5365,935.2665,890.73,4.761904762,44.5365,6.7
789-23-8625,613,Spinach,93.22,3,13.983,293.643,279.66,4.761904762,13.983,7.2
284-54-4231,614,Spinach,80.93,1,4.0465,84.9765,80.93,4.761904762,4.0465,9
443-59-0061,615,Spinach,67.45,10,33.725,708.225,674.5,4.761904762,33.725,4.2
509-29-3912,616,Spinach,38.72,9,17.424,365.904,348.48,4.761904762,17.424,4.2
327-40-9673,617,Spinach,72.6,6,21.78,457.38,435.6,4.761904762,21.78,6.9
840-19-2096,618,Spinach,87.91,5,21.9775,461.5275,439.55,4.761904762,21.9775,4.4
828-46-6863,619,Spinach,98.53,6,29.559,620.739,591.18,4.761904762,29.559,4
641-96-3695,620,Spinach,43.46,6,13.038,273.798,260.76,4.761904762,13.038,8.5
420-97-3340,621,Spinach,71.68,3,10.752,225.792,215.04,4.761904762,10.752,9.2
436-54-4512,622,Spinach,91.61,1,4.5805,96.1905,91.61,4.761904762,4.5805,9.8
670-79-6321,623,Spinach,94.59,7,33.1065,695.2365,662.13,4.761904762,33.1065,4.9
852-62-7105,624,Spinach,83.25,10,41.625,874.125,832.5,4.761904762,41.625,4.4
598-06-7312,625,Spinach,91.35,1,4.5675,95.9175,91.35,4.761904762,4.5675,6.8
135-13-8269,626,Spinach,78.88,2,7.888,165.648,157.76,4.761904762,7.888,9.1
816-57-2053,627,Spinach,60.87,2,6.087,127.827,121.74,4.761904762,6.087,8.7
628-90-8624,628,Spinach,82.58,10,41.29,867.09,825.8,4.761904762,41.29,5
856-66-2701,629,Spinach,53.3,3,7.995,167.895,159.9,4.761904762,7.995,7.5
308-39-1707,630,Spinach,12.09,1,0.6045,12.6945,12.09,4.761904762,0.6045,8.2
149-61-1929,631,Spinach,64.19,10,32.095,673.995,641.9,4.761904762,32.095,6.7
655-07-2265,632,Spinach,78.31,3,11.7465,246.6765,234.93,4.761904762,11.7465,5.4
589-02-8023,633,Spinach,83.77,2,8.377,175.917,167.54,4.761904762,8.377,7
420-04-7590,634,Spinach,99.7,3,14.955,314.055,299.1,4.761904762,14.955,4.7
182-88-2763,635,Spinach,79.91,3,11.9865,251.7165,239.73,4.761904762,11.9865,5
188-55-0967,636,Spinach,66.47,10,33.235,697.935,664.7,4.761904762,33.235,5
610-46-4100,637,Spinach,28.95,7,10.1325,212.7825,202.65,4.761904762,10.1325,6
318-81-2368,638,Spinach,46.2,1,2.31,48.51,46.2,4.761904762,2.31,6.3
364-33-8584,639,Spinach,17.63,5,4.4075,92.5575,88.15,4.761904762,4.4075,8.5
665-63-9737,640,Spinach,52.42,3,7.863,165.123,157.26,4.761904762,7.863,7.5
695-09-5146,641,Spinach,98.79,3,14.8185,311.1885,296.37,4.761904762,14.8185,6.4
155-45-3814,642,Spinach,88.55,8,35.42,743.82,708.4,4.761904762,35.42,4.7
794-32-2436,643,Spinach,55.67,2,5.567,116.907,111.34,4.761904762,5.567,6
131-15-8856,644,Spinach,72.52,8,29.008,609.168,580.16,4.761904762,29.008,4
273-84-2164,645,Spinach,12.05,5,3.0125,63.2625,60.25,4.761904762,3.0125,5.5
706-36-6154,646,Spinach,19.36,9,8.712,182.952,174.24,4.761904762,8.712,8.7
778-89-7974,647,Spinach,70.21,6,21.063,442.323,421.26,4.761904762,21.063,7.4
574-31-8277,648,Spinach,33.63,1,1.6815,35.3115,33.63,4.761904762,1.6815,5.6
859-71-0933,649,Spinach,15.49,2,1.549,32.529,30.98,4.761904762,1.549,6.3
740-11-5257,650,Spinach,24.74,10,12.37,259.77,247.4,4.761904762,12.37,7.1
369-82-2676,651,Spinach,75.66,5,18.915,397.215,378.3,4.761904762,18.915,7.8
563-47-4072,652,Spinach,55.81,6,16.743,351.603,334.86,4.761904762,16.743,9.9
742-04-5161,653,Spinach,72.78,10,36.39,764.19,727.8,4.761904762,36.39,7.3
149-15-7606,654,Spinach,37.32,9,16.794,352.674,335.88,4.761904762,16.794,5.1
133-77-3154,655,Spinach,60.18,4,12.036,252.756,240.72,4.761904762,12.036,9.4
169-52-4504,656,Spinach,15.69,3,2.3535,49.4235,47.07,4.761904762,2.3535,5.8
250-81-7186,657,Spinach,99.69,1,4.9845,104.6745,99.69,4.761904762,4.9845,8
562-12-5430,658,Spinach,88.15,3,13.2225,277.6725,264.45,4.761904762,13.2225,7.9
816-72-8853,659,Spinach,27.93,5,6.9825,146.6325,139.65,4.761904762,6.9825,5.9
491-38-3499,660,Spinach,55.45,1,2.7725,58.2225,55.45,4.761904762,2.7725,4.9
322-02-2271,661,Spinach,42.97,3,6.4455,135.3555,128.91,4.761904762,6.4455,9.3
842-29-4695,662,Spinach,17.14,7,5.999,125.979,119.98,4.761904762,5.999,7.9
725-67-2480,663,Spinach,58.75,6,17.625,370.125,352.5,4.761904762,17.625,5.9
641-51-2661,664,Spinach,87.1,10,43.55,914.55,871,4.761904762,43.55,9.9
714-02-3114,665,Spinach,98.8,2,9.88,207.48,197.6,4.761904762,9.88,7.7
518-17-2983,666,Spinach,48.63,4,9.726,204.246,194.52,4.761904762,9.726,7.6
779-42-2410,667,Spinach,57.74,3,8.661,181.881,173.22,4.761904762,8.661,7.7
190-14-3147,668,Spinach,17.97,4,3.594,75.474,71.88,4.761904762,3.594,6.4
408-66-6712,669,Spinach,47.71,6,14.313,300.573,286.26,4.761904762,14.313,4.4
679-22-6530,670,Spinach,40.62,2,4.062,85.302,81.24,4.761904762,4.062,4.1
588-47-8641,671,Spinach,56.04,10,28.02,588.42,560.4,4.761904762,28.02,4.4
642-61-4706,672,Spinach,93.4,2,9.34,196.14,186.8,4.761904762,9.34,5.5
576-31-4774,673,Spinach,73.41,3,11.0115,231.2415,220.23,4.761904762,11.0115,4
556-41-6224,674,Spinach,33.64,8,13.456,282.576,269.12,4.761904762,13.456,9.3
811-03-8790,675,Spinach,45.48,10,22.74,477.54,454.8,4.761904762,22.74,4.8
242-11-3142,676,Spinach,83.77,2,8.377,175.917,167.54,4.761904762,8.377,4.6
752-23-3760,677,Spinach,64.08,7,22.428,470.988,448.56,4.761904762,22.428,7.3
274-05-5470,678,Spinach,73.47,4,14.694,308.574,293.88,4.761904762,14.694,6
648-94-3045,679,Spinach,58.95,10,29.475,618.975,589.5,4.761904762,29.475,8.1
130-67-4723,680,Spinach,48.5,6,14.55,305.55,291,4.761904762,14.55,9.4
528-87-5606,681,Spinach,39.48,1,1.974,41.454,39.48,4.761904762,1.974,6.5
320-85-2052,682,Spinach,34.81,1,1.7405,36.5505,34.81,4.761904762,1.7405,7
370-96-0655,683,Spinach,49.32,6,14.796,310.716,295.92,4.761904762,14.796,7.1
105-10-6182,684,Spinach,21.48,2,2.148,45.108,42.96,4.761904762,2.148,6.6
510-79-0415,685,Spinach,23.08,6,6.924,145.404,138.48,4.761904762,6.924,4.9
241-96-5076,686,Spinach,49.1,2,4.91,103.11,98.2,4.761904762,4.91,6.4
767-97-4650,687,Peppers,64.83,2,6.483,136.143,129.66,4.761904762,6.483,8
648-83-1321,688,Peppers,63.56,10,31.78,667.38,635.6,4.761904762,31.78,4.3
173-57-2300,689,Peppers,72.88,2,7.288,153.048,145.76,4.761904762,7.288,6.1
305-03-2383,690,Peppers,67.1,3,10.065,211.365,201.3,4.761904762,10.065,7.5
394-55-6384,691,Peppers,70.19,9,31.5855,663.2955,631.71,4.761904762,31.5855,6.7
266-20-6657,692,Peppers,55.04,7,19.264,404.544,385.28,4.761904762,19.264,5.2
689-05-1884,693,Peppers,48.63,10,24.315,510.615,486.3,4.761904762,24.315,8.8
196-01-2849,694,Peppers,73.38,7,25.683,539.343,513.66,4.761904762,25.683,9.5
372-62-5264,695,Peppers,52.6,9,23.67,497.07,473.4,4.761904762,23.67,7.6
800-09-8606,696,Peppers,87.37,5,21.8425,458.6925,436.85,4.761904762,21.8425,6.6
182-52-7000,697,Peppers,27.04,4,5.408,113.568,108.16,4.761904762,5.408,6.9
826-58-8051,698,Peppers,62.19,4,12.438,261.198,248.76,4.761904762,12.438,4.3
868-06-0466,699,Peppers,69.58,9,31.311,657.531,626.22,4.761904762,31.311,7.8
751-41-9720,700,Peppers,97.5,10,48.75,1023.75,975,4.761904762,48.75,8
626-43-7888,701,Peppers,60.41,8,24.164,507.444,483.28,4.761904762,24.164,9.6
176-64-7711,702,Peppers,32.32,3,4.848,101.808,96.96,4.761904762,4.848,4.3
191-29-0321,703,Peppers,19.77,10,9.885,207.585,197.7,4.761904762,9.885,5
729-06-2010,704,Peppers,80.47,9,36.2115,760.4415,724.23,4.761904762,36.2115,9.2
640-48-5028,705,Peppers,88.39,9,39.7755,835.2855,795.51,4.761904762,39.7755,6.3
186-79-9562,706,Peppers,71.77,7,25.1195,527.5095,502.39,4.761904762,25.1195,8.9
834-45-5519,707,Peppers,43,4,8.6,180.6,172,4.761904762,8.6,7.6
162-65-8559,708,Peppers,68.98,1,3.449,72.429,68.98,4.761904762,3.449,4.8
760-27-5490,709,Peppers,15.62,8,6.248,131.208,124.96,4.761904762,6.248,9.1
445-30-9252,710,Peppers,25.7,3,3.855,80.955,77.1,4.761904762,3.855,6.1
786-94-2700,711,Peppers,80.62,6,24.186,507.906,483.72,4.761904762,24.186,9.1
728-88-7867,712,Peppers,75.53,4,15.106,317.226,302.12,4.761904762,15.106,8.3
183-21-3799,713,Peppers,77.63,9,34.9335,733.6035,698.67,4.761904762,34.9335,7.2
268-20-3585,714,Peppers,13.85,9,6.2325,130.8825,124.65,4.761904762,6.2325,6
735-32-9839,715,Peppers,98.7,8,39.48,829.08,789.6,4.761904762,39.48,8.5
258-92-7466,716,Peppers,35.68,5,8.92,187.32,178.4,4.761904762,8.92,6.6
857-16-3520,717,Peppers,71.46,7,25.011,525.231,500.22,4.761904762,25.011,4.5
482-17-1179,718,Peppers,11.94,3,1.791,37.611,35.82,4.761904762,1.791,8.1
788-21-5741,719,Peppers,45.38,3,6.807,142.947,136.14,4.761904762,6.807,7.2
821-14-9046,720,Peppers,17.48,6,5.244,110.124,104.88,4.761904762,5.244,6.1
418-05-0656,721,Peppers,25.56,7,8.946,187.866,178.92,4.761904762,8.946,7.1
678-79-0726,722,Peppers,90.63,9,40.7835,856.4535,815.67,4.761904762,40.7835,5.1
776-68-1096,723,Peppers,44.12,3,6.618,138.978,132.36,4.761904762,6.618,7.9
592-46-1692,724,Peppers,36.77,7,12.8695,270.2595,257.39,4.761904762,12.8695,7.4
434-35-9162,725,Peppers,23.34,4,4.668,98.028,93.36,4.761904762,4.668,7.4
149-14-0304,726,Peppers,28.5,8,11.4,239.4,228,4.761904762,11.4,6.6
442-44-6497,727,Peppers,55.57,3,8.3355,175.0455,166.71,4.761904762,8.3355,5.9
174-64-0215,728,Peppers,69.74,10,34.87,732.27,697.4,4.761904762,34.87,8.9
210-74-9613,729,Peppers,97.26,4,19.452,408.492,389.04,4.761904762,19.452,6.8
299-29-0180,730,Peppers,52.18,7,18.263,383.523,365.26,4.761904762,18.263,9.3
247-11-2470,731,Peppers,22.32,4,4.464,93.744,89.28,4.761904762,4.464,4.4
635-28-5728,732,Peppers,56,3,8.4,176.4,168,4.761904762,8.4,4.8
756-49-0168,733,Peppers,19.7,1,0.985,20.685,19.7,4.761904762,0.985,9.5
438-23-1242,734,Peppers,75.88,7,26.558,557.718,531.16,4.761904762,26.558,8.9
238-45-6950,735,Peppers,53.72,1,2.686,56.406,53.72,4.761904762,2.686,6.4
607-65-2441,736,Peppers,81.95,10,40.975,860.475,819.5,4.761904762,40.975,6
386-27-7606,737,Peppers,81.2,7,28.42,596.82,568.4,4.761904762,28.42,8.1
137-63-5492,738,Peppers,58.76,10,29.38,616.98,587.6,4.761904762,29.38,9
197-77-7132,739,Peppers,91.56,8,36.624,769.104,732.48,4.761904762,36.624,6
805-86-0265,740,Peppers,93.96,9,42.282,887.922,845.64,4.761904762,42.282,9.8
733-29-1227,741,Peppers,55.61,7,19.4635,408.7335,389.27,4.761904762,19.4635,8.5
451-73-2711,742,Peppers,84.83,1,4.2415,89.0715,84.83,4.761904762,4.2415,8.8
373-14-0504,743,Peppers,71.63,2,7.163,150.423,143.26,4.761904762,7.163,8.8
546-80-2899,744,Peppers,37.69,2,3.769,79.149,75.38,4.761904762,3.769,9.5
345-68-9016,745,Peppers,31.67,8,12.668,266.028,253.36,4.761904762,12.668,5.6
390-17-5806,746,Peppers,38.42,1,1.921,40.341,38.42,4.761904762,1.921,8.6
457-13-1708,747,Peppers,65.23,10,32.615,684.915,652.3,4.761904762,32.615,5.2
664-14-2882,748,Peppers,10.53,5,2.6325,55.2825,52.65,4.761904762,2.6325,5.8
487-79-6868,749,Peppers,12.29,9,5.5305,116.1405,110.61,4.761904762,5.5305,8
314-23-4520,750,Peppers,81.23,7,28.4305,597.0405,568.61,4.761904762,28.4305,9
210-30-7976,751,Peppers,22.32,4,4.464,93.744,89.28,4.761904762,4.464,4.1
585-86-8361,752,Peppers,27.28,5,6.82,143.22,136.4,4.761904762,6.82,8.6
807-14-7833,753,Peppers,17.42,10,8.71,182.91,174.2,4.761904762,8.71,7
775-72-1988,754,Peppers,73.28,5,18.32,384.72,366.4,4.761904762,18.32,8.4
288-38-3758,755,Peppers,84.87,3,12.7305,267.3405,254.61,4.761904762,12.7305,7.4
652-43-6591,756,Peppers,97.29,8,38.916,817.236,778.32,4.761904762,38.916,6.2
785-96-0615,757,Peppers,35.74,8,14.296,300.216,285.92,4.761904762,14.296,4.9
406-46-7107,758,Peppers,96.52,6,28.956,608.076,579.12,4.761904762,28.956,4.5
250-17-5703,759,Peppers,18.85,10,9.425,197.925,188.5,4.761904762,9.425,5.6
156-95-3964,760,Peppers,55.39,4,11.078,232.638,221.56,4.761904762,11.078,8
842-40-8179,761,Peppers,77.2,10,38.6,810.6,772,4.761904762,38.6,5.6
525-09-8450,762,Peppers,72.13,10,36.065,757.365,721.3,4.761904762,36.065,4.2
410-67-1709,763,Peppers,63.88,8,25.552,536.592,511.04,4.761904762,25.552,9.9
587-73-4862,764,Peppers,10.69,5,2.6725,56.1225,53.45,4.761904762,2.6725,7.6
787-87-2010,765,Peppers,55.5,4,11.1,233.1,222,4.761904762,11.1,6.6
593-14-4239,766,Peppers,95.46,8,38.184,801.864,763.68,4.761904762,38.184,4.7
801-88-0346,767,Broccoli,76.06,3,11.409,239.589,228.18,4.761904762,11.409,9.8
388-76-2555,768,Broccoli,13.69,6,4.107,86.247,82.14,4.761904762,4.107,6.3
711-31-1234,769,Broccoli,95.64,4,19.128,401.688,382.56,4.761904762,19.128,7.9
886-54-6089,770,Broccoli,11.43,6,3.429,72.009,68.58,4.761904762,3.429,7.7
707-32-7409,771,Broccoli,95.54,4,19.108,401.268,382.16,4.761904762,19.108,4.5
759-98-4285,772,Broccoli,85.87,7,30.0545,631.1445,601.09,4.761904762,30.0545,8
201-63-8275,773,Broccoli,67.99,7,23.7965,499.7265,475.93,4.761904762,23.7965,5.7
471-06-8611,774,Broccoli,52.42,1,2.621,55.041,52.42,4.761904762,2.621,6.3
200-16-5952,775,Broccoli,65.65,2,6.565,137.865,131.3,4.761904762,6.565,6
120-54-2248,776,Broccoli,28.86,5,7.215,151.515,144.3,4.761904762,7.215,8
102-77-2261,777,Broccoli,65.31,7,22.8585,480.0285,457.17,4.761904762,22.8585,4.2
875-31-8302,778,Broccoli,93.38,1,4.669,98.049,93.38,4.761904762,4.669,9.6
102-06-2002,779,Broccoli,25.25,5,6.3125,132.5625,126.25,4.761904762,6.3125,6.1
457-94-0464,780,Broccoli,87.87,9,39.5415,830.3715,790.83,4.761904762,39.5415,5.6
629-42-4133,781,Broccoli,21.8,8,8.72,183.12,174.4,4.761904762,8.72,8.3
534-53-3526,782,Broccoli,94.76,4,18.952,397.992,379.04,4.761904762,18.952,7.8
307-04-2070,783,Broccoli,30.62,1,1.531,32.151,30.62,4.761904762,1.531,4.1
468-99-7231,784,Broccoli,44.01,8,17.604,369.684,352.08,4.761904762,17.604,8.8
516-77-6464,785,Broccoli,10.16,5,2.54,53.34,50.8,4.761904762,2.54,4.1
404-91-5964,786,Broccoli,74.58,7,26.103,548.163,522.06,4.761904762,26.103,9
886-77-9084,787,Broccoli,71.89,8,28.756,603.876,575.12,4.761904762,28.756,5.5
790-38-4466,788,Broccoli,10.99,5,2.7475,57.6975,54.95,4.761904762,2.7475,9.3
704-10-4056,789,Broccoli,60.47,3,9.0705,190.4805,181.41,4.761904762,9.0705,5.6
497-37-6538,790,Broccoli,58.91,7,20.6185,432.9885,412.37,4.761904762,20.6185,9.7
651-96-5970,791,Broccoli,46.41,1,2.3205,48.7305,46.41,4.761904762,2.3205,4
400-80-4065,792,Broccoli,68.55,4,13.71,287.91,274.2,4.761904762,13.71,9.2
744-16-7898,793,Broccoli,97.37,10,48.685,1022.385,973.7,4.761904762,48.685,4.9
263-12-5321,794,Broccoli,92.6,7,32.41,680.61,648.2,4.761904762,32.41,9.3
702-72-0487,795,Broccoli,46.61,2,4.661,97.881,93.22,4.761904762,4.661,6.6
605-83-1050,796,Broccoli,27.18,2,2.718,57.078,54.36,4.761904762,2.718,4.3
443-60-9639,797,Broccoli,60.87,1,3.0435,63.9135,60.87,4.761904762,3.0435,5.5
864-24-7918,798,Broccoli,24.49,10,12.245,257.145,244.9,4.761904762,12.245,8.1
359-94-5395,799,Broccoli,92.78,1,4.639,97.419,92.78,4.761904762,4.639,9.8
401-09-4232,800,Broccoli,86.69,5,21.6725,455.1225,433.45,4.761904762,21.6725,9.4
751-15-6198,801,Broccoli,23.01,6,6.903,144.963,138.06,4.761904762,6.903,7.9
324-41-6833,802,Broccoli,30.2,8,12.08,253.68,241.6,4.761904762,12.08,5.1
474-33-8305,803,Broccoli,67.39,7,23.5865,495.3165,471.73,4.761904762,23.5865,6.9
759-29-9521,804,Broccoli,48.96,9,22.032,462.672,440.64,4.761904762,22.032,8
831-81-6575,805,Broccoli,75.59,9,34.0155,714.3255,680.31,4.761904762,34.0155,8
220-68-6701,806,Broccoli,77.47,4,15.494,325.374,309.88,4.761904762,15.494,4.2
618-34-8551,807,Broccoli,93.18,2,9.318,195.678,186.36,4.761904762,9.318,8.5
257-60-7754,808,Broccoli,50.23,4,10.046,210.966,200.92,4.761904762,10.046,9
559-61-5987,809,Broccoli,17.75,1,0.8875,18.6375,17.75,4.761904762,0.8875,8.6
189-55-2313,810,Broccoli,62.18,10,31.09,652.89,621.8,4.761904762,31.09,6
565-91-4567,811,Broccoli,10.75,8,4.3,90.3,86,4.761904762,4.3,6.2
380-60-5336,812,Broccoli,40.26,10,20.13,422.73,402.6,4.761904762,20.13,5
815-04-6282,813,Broccoli,64.97,5,16.2425,341.0925,324.85,4.761904762,16.2425,6.5
674-56-6360,814,Broccoli,95.15,1,4.7575,99.9075,95.15,4.761904762,4.7575,6
778-34-2523,815,Broccoli,48.62,8,19.448,408.408,388.96,4.761904762,19.448,5
499-27-7781,816,Broccoli,53.21,8,21.284,446.964,425.68,4.761904762,21.284,5
477-59-2456,817,Broccoli,45.44,7,15.904,333.984,318.08,4.761904762,15.904,9.2
832-51-6761,818,Broccoli,33.88,8,13.552,284.592,271.04,4.761904762,13.552,9.6
869-11-3082,819,Broccoli,96.16,4,19.232,403.872,384.64,4.761904762,19.232,8.4
190-59-3964,820,Broccoli,47.16,5,11.79,247.59,235.8,4.761904762,11.79,6
366-43-6862,821,Broccoli,52.89,4,10.578,222.138,211.56,4.761904762,10.578,6.7
186-43-8965,822,Broccoli,47.68,2,4.768,100.128,95.36,4.761904762,4.768,4.1
784-21-9238,823,Broccoli,10.17,1,0.5085,10.6785,10.17,4.761904762,0.5085,5.9
276-75-6884,824,Broccoli,68.71,3,10.3065,216.4365,206.13,4.761904762,10.3065,8.7
109-86-4363,825,Broccoli,60.08,7,21.028,441.588,420.56,4.761904762,21.028,4.5
569-76-2760,826,Broccoli,22.01,4,4.402,92.442,88.04,4.761904762,4.402,6.6
222-42-0244,827,Broccoli,72.11,9,32.4495,681.4395,648.99,4.761904762,32.4495,7.7
760-53-9233,828,Broccoli,41.28,3,6.192,130.032,123.84,4.761904762,6.192,8.5
538-22-0304,829,Broccoli,64.95,10,32.475,681.975,649.5,4.761904762,32.475,5.2
416-17-9926,830,Broccoli,74.22,10,37.11,779.31,742.2,4.761904762,37.11,4.3
237-44-6163,831,Broccoli,10.56,8,4.224,88.704,84.48,4.761904762,4.224,7.6
636-17-0325,832,Broccoli,62.57,4,12.514,262.794,250.28,4.761904762,12.514,9.5
343-75-9322,833,Broccoli,11.85,8,4.74,99.54,94.8,4.761904762,4.74,4.1
528-14-9470,834,Broccoli,91.3,1,4.565,95.865,91.3,4.761904762,4.565,9.2
427-45-9297,835,Broccoli,40.73,7,14.2555,299.3655,285.11,4.761904762,14.2555,5.4
807-34-3742,836,Broccoli,52.38,1,2.619,54.999,52.38,4.761904762,2.619,5.8
288-62-1085,837,Broccoli,38.54,5,9.635,202.335,192.7,4.761904762,9.635,5.6
670-71-7306,838,Broccoli,44.63,6,13.389,281.169,267.78,4.761904762,13.389,5.1
660-29-7083,839,Broccoli,55.87,10,27.935,586.635,558.7,4.761904762,27.935,5.8
271-77-8740,840,Broccoli,29.22,6,8.766,184.086,175.32,4.761904762,8.766,5
497-36-0989,841,Broccoli,51.94,3,7.791,163.611,155.82,4.761904762,7.791,7.9
291-59-1384,842,Broccoli,60.3,1,3.015,63.315,60.3,4.761904762,3.015,6
860-73-6466,843,Broccoli,39.47,2,3.947,82.887,78.94,4.761904762,3.947,5
549-23-9016,844,Broccoli,14.87,2,1.487,31.227,29.74,4.761904762,1.487,8.9
896-34-0956,845,Broccoli,21.32,1,1.066,22.386,21.32,4.761904762,1.066,5.9
804-38-3935,846,Broccoli,93.78,3,14.067,295.407,281.34,4.761904762,14.067,5.9
585-90-0249,847,Broccoli,73.26,1,3.663,76.923,73.26,4.761904762,3.663,9.7
862-29-5914,848,Broccoli,22.38,1,1.119,23.499,22.38,4.761904762,1.119,8.6
845-94-6841,849,Broccoli,72.88,9,32.796,688.716,655.92,4.761904762,32.796,4
125-45-2293,850,Broccoli,99.1,6,29.73,624.33,594.6,4.761904762,29.73,4.2
843-73-4724,851,Broccoli,74.1,1,3.705,77.805,74.1,4.761904762,3.705,9.2
409-33-9708,852,Broccoli,98.48,2,9.848,206.808,196.96,4.761904762,9.848,9.2
658-66-3967,853,Broccoli,53.19,7,18.6165,390.9465,372.33,4.761904762,18.6165,5
866-70-2814,854,Broccoli,52.79,10,26.395,554.295,527.9,4.761904762,26.395,10
160-22-2687,855,Broccoli,95.95,5,23.9875,503.7375,479.75,4.761904762,23.9875,8.8
895-03-6665,856,Broccoli,36.51,9,16.4295,345.0195,328.59,4.761904762,16.4295,4.2
770-42-8960,857,Broccoli,21.12,8,8.448,177.408,168.96,4.761904762,8.448,6.3
748-45-2862,858,Broccoli,28.31,4,5.662,118.902,113.24,4.761904762,5.662,8.2
234-36-2483,859,Broccoli,57.59,6,17.277,362.817,345.54,4.761904762,17.277,5.1
316-66-3011,860,Broccoli,47.63,9,21.4335,450.1035,428.67,4.761904762,21.4335,5
848-95-6252,861,Broccoli,86.27,1,4.3135,90.5835,86.27,4.761904762,4.3135,7
840-76-5966,862,Broccoli,12.76,2,1.276,26.796,25.52,4.761904762,1.276,7.8
152-03-4217,863,Broccoli,11.28,9,5.076,106.596,101.52,4.761904762,5.076,4.3
533-66-5566,864,Broccoli,51.07,7,17.8745,375.3645,357.49,4.761904762,17.8745,7
124-31-1458,865,Broccoli,79.59,3,11.9385,250.7085,238.77,4.761904762,11.9385,6.6
176-78-1170,866,Broccoli,33.81,3,5.0715,106.5015,101.43,4.761904762,5.0715,7.3
361-59-0574,867,Broccoli,90.53,8,36.212,760.452,724.24,4.761904762,36.212,6.5
101-81-4070,868,Broccoli,62.82,2,6.282,131.922,125.64,4.761904762,6.282,4.9
631-34-1880,869,Broccoli,24.31,3,3.6465,76.5765,72.93,4.761904762,3.6465,4.3
852-82-2749,870,Broccoli,64.59,4,12.918,271.278,258.36,4.761904762,12.918,9.3
873-14-6353,871,Broccoli,24.82,7,8.687,182.427,173.74,4.761904762,8.687,7.1
584-66-4073,872,Broccoli,56.5,1,2.825,59.325,56.5,4.761904762,2.825,9.6
544-55-9589,873,Broccoli,21.43,10,10.715,225.015,214.3,4.761904762,10.715,6.2
166-19-2553,874,Broccoli,89.06,6,26.718,561.078,534.36,4.761904762,26.718,9.9
737-88-5876,875,Broccoli,23.29,4,4.658,97.818,93.16,4.761904762,4.658,5.9
154-87-7367,876,Broccoli,65.26,8,26.104,548.184,522.08,4.761904762,26.104,6.3
885-56-0389,877,Broccoli,52.35,1,2.6175,54.9675,52.35,4.761904762,2.6175,4
608-05-3804,878,Broccoli,39.75,1,1.9875,41.7375,39.75,4.761904762,1.9875,6.1
448-61-3783,879,Broccoli,90.02,8,36.008,756.168,720.16,4.761904762,36.008,4.5
761-49-0439,880,Broccoli,12.1,8,4.84,101.64,96.8,4.761904762,4.84,8.6
490-95-0021,881,Broccoli,33.21,10,16.605,348.705,332.1,4.761904762,16.605,6
115-38-7388,882,Broccoli,10.18,8,4.072,85.512,81.44,4.761904762,4.072,9.5
311-13-6971,883,Broccoli,31.99,10,15.995,335.895,319.9,4.761904762,15.995,9.9
291-55-6563,884,Broccoli,34.42,6,10.326,216.846,206.52,4.761904762,10.326,7.5
548-48-3156,885,Broccoli,83.34,2,8.334,175.014,166.68,4.761904762,8.334,7.6
460-93-5834,886,Broccoli,45.58,7,15.953,335.013,319.06,4.761904762,15.953,5
325-89-4209,887,Broccoli,87.9,1,4.395,92.295,87.9,4.761904762,4.395,6.7
884-80-6021,888,Broccoli,73.47,10,36.735,771.435,734.7,4.761904762,36.735,9.5
137-74-8729,889,Broccoli,12.19,8,4.876,102.396,97.52,4.761904762,4.876,6.8
880-46-5796,890,Broccoli,76.92,10,38.46,807.66,769.2,4.761904762,38.46,5.6
389-70-2397,891,Broccoli,83.66,5,20.915,439.215,418.3,4.761904762,20.915,7.2
114-35-5271,892,Broccoli,57.91,8,23.164,486.444,463.28,4.761904762,23.164,8.1
607-76-6216,893,Broccoli,92.49,5,23.1225,485.5725,462.45,4.761904762,23.1225,8.6
715-20-1673,894,Broccoli,28.38,5,7.095,148.995,141.9,4.761904762,7.095,9.4
811-35-1094,895,Watermelons,50.45,6,15.135,317.835,302.7,4.761904762,15.135,8.9
699-88-1972,896,Watermelons,99.16,8,39.664,832.944,793.28,4.761904762,39.664,4.2
781-84-8059,897,Watermelons,60.74,7,21.259,446.439,425.18,4.761904762,21.259,5
409-49-6995,898,Watermelons,47.27,6,14.181,297.801,283.62,4.761904762,14.181,8.8
725-54-0677,899,Watermelons,85.6,7,29.96,629.16,599.2,4.761904762,29.96,5.3
146-09-5432,900,Watermelons,35.04,9,15.768,331.128,315.36,4.761904762,15.768,4.6
377-79-7592,901,Watermelons,44.84,9,20.178,423.738,403.56,4.761904762,20.178,7.5
509-10-0516,902,Watermelons,45.97,4,9.194,193.074,183.88,4.761904762,9.194,5.1
595-94-9924,903,Watermelons,27.73,5,6.9325,145.5825,138.65,4.761904762,6.9325,4.2
865-41-9075,904,Watermelons,11.53,7,4.0355,84.7455,80.71,4.761904762,4.0355,8.1
545-07-8534,905,Watermelons,58.32,2,5.832,122.472,116.64,4.761904762,5.832,6
118-62-1812,906,Watermelons,78.38,4,15.676,329.196,313.52,4.761904762,15.676,7.9
450-42-3339,907,Watermelons,84.61,10,42.305,888.405,846.1,4.761904762,42.305,8.8
851-98-3555,908,Watermelons,82.88,5,20.72,435.12,414.4,4.761904762,20.72,6.6
